0,0,0,0
0,1,0,0
0,2,0,0
0,3,0,0
0,4,0,0
0,5,0,0
0,6,0,0
0,7,0,0
0,8,0,0
0,9,0,0
0,10,0,0
0,11,0,0
0,12,0,0
0,13,0,0
0,14,0,0
0,15,0,0
0,16,0,0
0,17,0,0
0,18,0,0
0,19,0,0
0,20,0,0
0,21,1.65031417,-0.31051069
0,22,2.71692531,-0.48378447
0,23,3.63626111,-0.57279996
0,24,3.72880012,-0.55763631
0,25,3.72116026,-0.51036274
0,26,3.70078996,-0.4870736
0,27,3.66337821,-0.44353634
0,28,3.63202065,-0.40561749
0,29,3.61873098,-0.3887543
0,30,3.59284621,-0.35833282
0,31,3.57903488,-0.34444551
0,32,3.54966093,-0.31903154
0,33,3.51957146,-0.29645573
0,34,3.5048528,-0.28612613
0,35,3.4765606,-0.26715076
0,36,3.46301422,-0.25841886
0,37,3.43709301,-0.24227554
0,38,3.41267202,-0.22767373
0,39,3.40098981,-0.22087863
0,40,3.37859191,-0.20817749
0,41,3.36784072,-0.20222977
0,42,3.34716693,-0.19105326
0,43,3.32754731,-0.18074136
0,44,3.3181227,-0.17587948
0,45,3.30002856,-0.16669168
0,46,3.29135124,-0.16234695
0,47,3.27470832,-0.15411248
0,48,3.25896818,-0.14643304
0,49,3.25141788,-0.14278391
0,50,3.23691893,-0.13583571
0,51,3.22995696,-0.13252561
0,52,3.21657848,-0.12620797
0,53,3.20389029,-0.12026413
0,54,3.19779165,-0.11742227
0,55,3.18606045,-0.11198086
0,56,3.18041876,-0.10937482
0,57,3.16956021,-0.10437731
0,58,3.15924026,-0.09964852
0,59,3.15427214,-0.0973788
0,60,3.14469934,-0.09301791
0,61,3.14008735,-0.09092284
0,62,3.13119464,-0.08689397
0,63,3.12272094,-0.08306885
0,64,3.11863337,-0.08122869
0,65,3.11074201,-0.07768586
0,66,3.10693283,-0.07598049
0,67,3.0995743,-0.07269514
0,68,3.09254669,-0.06956894
0,69,3.08915138,-0.06806264
0,70,3.08258738,-0.06515824
0,71,3.07941478,-0.06375798
0,72,3.0732793,-0.0610564
0,73,3.06741238,-0.05848075
0,74,3.06457557,-0.05723798
0,75,3.05908836,-0.05483835
0,76,3.05643495,-0.05367998
0,77,3.05130132,-0.05144234
0,78,3.04638989,-0.04930549
0,79,3.04401446,-0.04827334
0,80,3.03941742,-0.0462784
0,81,3.03719368,-0.04531441
0,82,3.03288974,-0.04345063
0,83,3.02876987,-0.04166888
0,84,3.02677631,-0.04080753
0,85,3.02291747,-0.03914152
0,86,3.02105032,-0.03833588
0,87,3.0174363,-0.03677711
0,88,3.01397767,-0.03528568
0,89,3.01230464,-0.03456422
0,90,3.00906733,-0.03316779
0,91,3.00750136,-0.0324921
0,92,3.00447084,-0.03118403
0,93,3.00157059,-0.02993147
0,94,3.0001672,-0.0293252
0,95,2.99745057,-0.02815116
0,96,2.9961358,-0.02758283
0,97,2.99359061,-0.02648216
0,98,2.99115401,-0.02542769
0,99,2.98997521,-0.02491712
0,100,2.98769429,-0.02392817
0,101,2.98659116,-0.02344925
0,102,2.98445642,-0.02252139
0,103,2.98241347,-0.0216321
0,104,2.98142496,-0.0212013
0,105,2.97951125,-0.02036661
0,106,2.97858503,-0.01996229
0,107,2.97679164,-0.01917872
0,108,2.97507446,-0.01842745
0,109,2.9742435,-0.01806348
0,110,2.97263503,-0.01735806
0,111,2.97185671,-0.01701632
0,112,2.97035046,-0.01635381
0,113,2.96890877,-0.01571831
0,114,2.96821114,-0.01541033
0,115,2.96686057,-0.01481323
0,116,2.96620689,-0.0145239
0,117,2.96494108,-0.01396286
0,118,2.96372868,-0.0134246
0,119,2.96314172,-0.01316368
0,120,2.96200484,-0.01265772
0,121,2.96145443,-0.01241249
0,122,2.96038833,-0.01193698
0,123,2.95936745,-0.01148055
0,124,2.95887314,-0.01125934
0,125,2.95791611,-0.0108303
0,126,2.95745291,-0.01062232
0,127,2.95655575,-0.01021883
0,128,2.95569662,-0.00983156
0,129,2.95528073,-0.00964376
0,130,2.95447547,-0.00927952
0,131,2.9540858,-0.00910289
0,132,2.95333114,-0.00876021
0,133,2.95260847,-0.00843116
0,134,2.95225888,-0.0082716
0,135,2.95158181,-0.00796199
0,136,2.9512541,-0.00781182
0,137,2.95062013,-0.00752045
0,138,2.95001317,-0.00724061
0,139,2.94971947,-0.00710486
0,140,2.9491514,-0.00684139
0,141,2.94887658,-0.00671356
0,142,2.94834472,-0.00646552
0,143,2.94783603,-0.00622728
0,144,2.94759009,-0.00611165
0,145,2.94711418,-0.00588723
0,146,2.94688407,-0.0057783
0,147,2.9464392,-0.00556696
0,148,2.94601366,-0.00536381
0,149,2.94580791,-0.00526522
0,150,2.94541001,-0.0050738
0,151,2.94521768,-0.00498093
0,152,2.94484545,-0.0048005
0,153,2.94448983,-0.00462709
0,154,2.94431798,-0.00454287
0,155,2.94398539,-0.00437928
0,156,2.94382468,-0.00429985
0,157,2.94351395,-0.0041456
0,158,2.94321667,-0.00399719
0,159,2.94307306,-0.0039251
0,160,2.94279546,-0.00378507
0,161,2.94266116,-0.00371702
0,162,2.94240143,-0.0035847
0,163,2.94215322,-0.00345743
0,164,2.94203334,-0.00339553
0,165,2.9418014,-0.00327517
0,166,2.94168927,-0.00321667
0,167,2.94147264,-0.00310288
0,168,2.94126574,-0.00299314
0,169,2.94116572,-0.00293979
0,170,2.94097252,-0.00283602
0,171,2.94087917,-0.00278553
0,172,2.94069856,-0.00268725
0,173,2.94052608,-0.00259241
0,174,2.94044275,-0.00254625
0,175,2.94028167,-0.00245641
0,176,2.94020385,-0.0024126
0,177,2.94005323,-0.0023274
0,178,2.93990988,-0.00224504
0,179,2.93984044,-0.00220491
0,180,2.93970633,-0.00212664
0,181,2.93964159,-0.00208847
0,182,2.93951679,-0.00201412
0,183,2.9393978,-0.00194207
0,184,2.9393404,-0.00190694
0,185,2.93922961,-0.00183841
0,186,2.93917608,-0.00180493
0,187,2.93907303,-0.00173956
0,188,2.93897506,-0.00167621
0,189,2.93892778,-0.00164522
0,190,2.93883663,-0.00158468
0,191,2.93879278,-0.00155505
0,192,2.93870829,-0.00149727
0,193,2.9386279,-0.00144101
0,194,2.93858916,-0.00141354
0,195,2.93851461,-0.00135967
0,196,2.93847885,-0.00133327
0,197,2.93841001,-0.00128162
0,198,2.93834452,-0.00123136
0,199,2.93831315,-0.00120669
0,200,2.93825287,-0.00115828
1,0,0,0
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
1,14,0,0
1,15,0,0
1,16,0,0
1,17,0,0
1,18,0,0
1,19,0,0
1,20,0,0
1,21,1.01657622,-0.20284652
1,22,2.93341741,-0.5376203
1,23,3.62053774,-0.59689739
1,24,3.68822411,-0.5813413
1,25,3.6742489,-0.5364754
1,26,3.65611769,-0.51436898
1,27,3.62372313,-0.47292318
1,28,3.59750737,-0.43620869
1,29,3.58646542,-0.41957304
1,30,3.5641253,-0.38899463
1,31,3.55183374,-0.37484117
1,32,3.52525894,-0.34857914
1,33,3.49774044,-0.32488297
1,34,3.48419048,-0.31393808
1,35,3.45799282,-0.2936783
1,36,3.44538081,-0.28429189
1,37,3.42113014,-0.2668428
1,38,3.39814678,-0.25096257
1,39,3.3871071,-0.24354427
1,40,3.3658636,-0.22963603
1,41,3.35563339,-0.22310647
1,42,3.33590869,-0.21081232
1,43,3.31713464,-0.19944535
1,44,3.30809899,-0.19407923
1,45,3.29072271,-0.18392834
1,46,3.28237642,-0.17912398
